-0.515625,0.671875,0.484375,-0.375,-0.296875,0.59375,-0.015625,-0.859375,0.96875,0.28125,0.09375,0.203125,-1.203125,0.0625,0.171875,0.125,0.125,0.140625,-1.171875,0.375,0.609375,0.609375,0.96875,0.453125
0.25,0.15625,0.140625,0.203125,0.359375,0.171875,-0.1875,-0.296875,-0.421875,0.328125,-0.75,0.484375,1.09375,0.25,0.3125,0.125,0.484375,0.125,-0.21875,-0.25,0.1875,0.453125,0.46875,-0.359375
-0.015625,-0.265625,-0.25,0.46875,0.453125,-0.09375,-0.015625,-0.109375,-0.453125,0.59375,-0.3125,0.65625,-0.578125,-0.59375,-0.625,0.59375,-0.28125,-0.671875,-0.765625,0.0,0.015625,0.421875,0.390625,0.84375
0.265625,0.328125,0.234375,0.0625,0.5625,1.0625,0.09375,-1.828125,-0.296875,0.171875,0.109375,-0.25,0.3125,0.140625,-0.3125,-0.03125,0.0,0.25,-1.234375,-0.15625,-0.5,0.453125,0.5625,0.671875
0.265625,0.40625,0.25,0.296875,0.09375,-0.125,0.171875,0.34375,-0.46875,-0.625,0.8125,-0.171875,-0.109375,-0.21875,-0.046875,-0.0625,-0.015625,-0.078125,0.328125,0.015625,-0.21875,-0.625,0.03125,-0.3125
0.28125,0.109375,0.140625,0.375,0.796875,0.234375,0.140625,0.21875,0.328125,0.0,-0.375,-1.421875,-0.0625,0.296875,-0.203125,0.1875,-0.28125,-0.59375,-0.703125,-0.53125,-0.5625,0.15625,0.140625,0.0625
0.296875,0.640625,0.5,0.3125,0.5625,0.265625,0.265625,0.25,0.296875,0.265625,-0.40625,-0.03125,0.0625,-0.25,-0.265625,-0.21875,-0.34375,-0.453125,-0.578125,0.171875,0.359375,0.703125,0.8125,0.78125
0.28125,0.296875,0.1875,0.25,-0.453125,-0.421875,-0.609375,-0.421875,-0.59375,0.1875,0.015625,-0.03125,-0.703125,-0.28125,0.0625,-0.453125,-0.34375,0.1875,0.296875,0.046875,0.859375,-0.25,-1.109375,-0.8125
0.1875,0.0,-0.125,0.25,0.21875,-0.828125,0.140625,0.15625,0.109375,-1.265625,-0.546875,-0.171875,0.3125,-0.109375,0.375,-0.21875,0.015625,-0.03125,0.09375,-0.59375,-1.21875,0.09375,0.140625,-0.484375
1.0,0.421875,0.203125,-1.1875,0.09375,0.1875,0.203125,0.203125,0.6875,0.421875,0.328125,0.421875,0.21875,0.140625,0.21875,0.015625,0.171875,0.265625,-0.984375,-0.203125,0.890625,0.140625,0.09375,0.40625
0.140625,0.40625,-0.109375,0.4375,0.140625,1.28125,-0.765625,-1.171875,-0.171875,0.46875,0.234375,0.03125,-0.515625,0.3125,-0.53125,0.15625,0.453125,-0.078125,0.046875,-0.125,0.71875,-0.53125,-0.03125,0.140625
-0.25,-0.375,-1.296875,-0.390625,-0.40625,-1.9375,0.140625,0.5,0.015625,0.140625,0.515625,-0.578125,-1.09375,0.109375,0.015625,-0.40625,-0.484375,-0.171875,0.0625,0.125,0.125,0.375,0.109375,0.03125
0.296875,0.265625,0.296875,-0.703125,0.578125,-1.546875,-0.0,1.03125,-0.46875,-0.5,0.1875,-0.078125,0.21875,0.65625,0.15625,0.0625,-0.09375,0.109375,0.125,-0.046875,0.59375,0.03125,-0.34375,0.125
0.015625,-0.234375,-0.4375,-0.09375,0.296875,0.421875,0.21875,0.078125,-0.28125,-1.03125,-0.8125,-0.421875,-0.203125,-0.59375,0.078125,0.078125,0.046875,0.046875,-0.109375,0.015625,-0.109375,0.5625,0.171875,-0.4375
-0.09375,0.203125,0.265625,-0.328125,0.03125,0.234375,0.125,0.15625,0.375,0.25,0.328125,0.296875,0.453125,0.28125,-0.734375,0.4375,-1.03125,0.390625,0.484375,-0.09375,0.21875,0.359375,0.625,0.578125
0.3125,-0.171875,-0.65625,0.25,0.25,0.3125,0.25,0.234375,0.421875,-0.375,0.328125,-0.6875,0.15625,0.296875,0.140625,-0.671875,-0.953125,0.34375,0.421875,0.078125,-0.1875,-0.296875,0.765625,0.0625
0.171875,-0.75,-0.765625,0.1875,-0.375,1.4375,1.71875,1.09375,-0.265625,-1.875,-0.15625,-0.390625,0.234375,-0.125,0.640625,-0.234375,-0.1875,-0.875,-0.171875,0.734375,-0.484375,0.09375,-0.234375,0.09375
-0.234375,-0.84375,-0.578125,-0.640625,0.203125,-0.46875,-0.09375,-0.859375,-0.484375,0.375,1.171875,-0.125,-0.859375,-0.375,0.578125,0.609375,0.09375,0.1875,0.21875,0.109375,-0.015625,-0.109375,-0.546875,-1.21875
0.375,0.140625,-0.03125,0.359375,-0.375,0.421875,-0.203125,-0.1875,0.09375,0.25,-0.4375,-1.46875,-1.09375,-0.359375,0.84375,0.578125,0.734375,-1.078125,-0.421875,0.15625,0.140625,-0.640625,-0.75,-0.03125
